Scenario Name,Policy,Placement,Group Size,Collective Count,Payload Blocks,Buffer Limit,Seed,Collective,Members,Max Load Factor,Recommended Lossless Rate,Combined Max Load Factor,Combined Recommended Uniform Rate,Per Source Recommended Rates,Overdrive Alpha,Bottleneck Links,Root Spine,Estimated Spine Blocks,Applied Host Offsets
smoke__advisor-overdrive-a1.10__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.10,random-balanced,4,2,100,16,1,green,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.1,FS_0_0.p3<->RS_0_1.p0|RS_0_1.p2<->H_0_2.pU|RS_2_1.p2<->H_2_2.pU|RS_2_1.p3<->H_2_3.pU|FS_0_0.p2<->RS_0_0.p0|RS_0_0.p3<->H_0_1.pU,SS1,11,
smoke__advisor-overdrive-a1.10__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.10,random-balanced,4,2,100,16,1,blue,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.1,,,,
smoke__advisor-overdrive-a1.10__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.10,random-balanced,4,2,100,16,1,orange,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.1,,,,
smoke__advisor-overdrive-a1.20__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.20,random-balanced,4,2,100,16,1,red,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.2,SS0.p2<->FS_2_0.p0|FS_2_0.p2<->RS_2_0.p0|RS_2_0.p2<->H_2_0.pU|FS_3_0.p2<->RS_3_0.p0|RS_3_0.p2<->H_3_0.pU|FS_3_0.p3<->RS_3_1.p0|RS_3_1.p3<->H_3_3.pU|SS0.p1<->FS_1_0.p0|FS_1_0.p3<->RS_1_1.p0|RS_1_1.p2<->H_1_2.pU,SS0,12,
smoke__advisor-overdrive-a1.20__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.20,random-balanced,4,2,100,16,1,green,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.2,FS_0_0.p3<->RS_0_1.p0|RS_0_1.p2<->H_0_2.pU|RS_2_1.p2<->H_2_2.pU|RS_2_1.p3<->H_2_3.pU|FS_0_0.p2<->RS_0_0.p0|RS_0_0.p3<->H_0_1.pU,SS1,12,
smoke__advisor-overdrive-a1.20__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.20,random-balanced,4,2,100,16,1,blue,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.2,,,,
smoke__advisor-overdrive-a1.20__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.20,random-balanced,4,2,100,16,1,orange,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.2,,,,
smoke__advisor-overdrive-a1.35__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.35,random-balanced,4,2,100,16,1,red,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.35,SS0.p2<->FS_2_0.p0|FS_2_0.p2<->RS_2_0.p0|RS_2_0.p2<->H_2_0.pU|FS_3_0.p2<->RS_3_0.p0|RS_3_0.p2<->H_3_0.pU|FS_3_0.p3<->RS_3_1.p0|RS_3_1.p3<->H_3_3.pU|SS0.p1<->FS_1_0.p0|FS_1_0.p3<->RS_1_1.p0|RS_1_1.p2<->H_1_2.pU,SS0,13.500000000000004,
smoke__advisor-overdrive-a1.35__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.35,random-balanced,4,2,100,16,1,green,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.35,FS_0_0.p3<->RS_0_1.p0|RS_0_1.p2<->H_0_2.pU|RS_2_1.p2<->H_2_2.pU|RS_2_1.p3<->H_2_3.pU|FS_0_0.p2<->RS_0_0.p0|RS_0_0.p3<->H_0_1.pU,SS1,13.500000000000004,
smoke__advisor-overdrive-a1.35__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.35,random-balanced,4,2,100,16,1,blue,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.35,,,,
smoke__advisor-overdrive-a1.35__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.35,random-balanced,4,2,100,16,1,orange,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.35,,,,
smoke__advisor-overdrive-a1.50__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.50,random-balanced,4,2,100,16,1,red,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.5,SS0.p2<->FS_2_0.p0|FS_2_0.p2<->RS_2_0.p0|RS_2_0.p2<->H_2_0.pU|FS_3_0.p2<->RS_3_0.p0|RS_3_0.p2<->H_3_0.pU|FS_3_0.p3<->RS_3_1.p0|RS_3_1.p3<->H_3_3.pU|SS0.p1<->FS_1_0.p0|FS_1_0.p3<->RS_1_1.p0|RS_1_1.p2<->H_1_2.pU,SS0,15,
smoke__advisor-overdrive-a1.50__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.50,random-balanced,4,2,100,16,1,green,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.5,FS_0_0.p3<->RS_0_1.p0|RS_0_1.p2<->H_0_2.pU|RS_2_1.p2<->H_2_2.pU|RS_2_1.p3<->H_2_3.pU|FS_0_0.p2<->RS_0_0.p0|RS_0_0.p3<->H_0_1.pU,SS1,15,
smoke__advisor-overdrive-a1.50__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.50,random-balanced,4,2,100,16,1,blue,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.5,,,,
smoke__advisor-overdrive-a1.50__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a1.50,random-balanced,4,2,100,16,1,orange,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.5,,,,
smoke__advisor-overdrive-a2.00__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a2.00,random-balanced,4,2,100,16,1,red,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,2,SS0.p2<->FS_2_0.p0|FS_2_0.p2<->RS_2_0.p0|RS_2_0.p2<->H_2_0.pU|FS_3_0.p2<->RS_3_0.p0|RS_3_0.p2<->H_3_0.pU|FS_3_0.p3<->RS_3_1.p0|RS_3_1.p3<->H_3_3.pU|SS0.p1<->FS_1_0.p0|FS_1_0.p3<->RS_1_1.p0|RS_1_1.p2<->H_1_2.pU,SS0,20,
smoke__advisor-overdrive-a2.00__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a2.00,random-balanced,4,2,100,16,1,green,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,2,FS_0_0.p3<->RS_0_1.p0|RS_0_1.p2<->H_0_2.pU|RS_2_1.p2<->H_2_2.pU|RS_2_1.p3<->H_2_3.pU|FS_0_0.p2<->RS_0_0.p0|RS_0_0.p3<->H_0_1.pU,SS1,20,
smoke__advisor-overdrive-a2.00__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a2.00,random-balanced,4,2,100,16,1,blue,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,2,,,,
smoke__advisor-overdrive-a2.00__random-balanced__g4__c2__p100__b16__s1,advisor-overdrive-a2.00,random-balanced,4,2,100,16,1,orange,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,2,,,,
smoke__per-source-lossless__random-balanced__g4__c2__p100__b16__s1,per-source-lossless,random-balanced,4,2,100,16,1,red,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,SS0.p2<->FS_2_0.p0|FS_2_0.p2<->RS_2_0.p0|RS_2_0.p2<->H_2_0.pU|FS_3_0.p2<->RS_3_0.p0|RS_3_0.p2<->H_3_0.pU|FS_3_0.p3<->RS_3_1.p0|RS_3_1.p3<->H_3_3.pU|SS0.p1<->FS_1_0.p0|FS_1_0.p3<->RS_1_1.p0|RS_1_1.p2<->H_1_2.pU,SS0,10,
smoke__per-source-lossless__random-balanced__g4__c2__p100__b16__s1,per-source-lossless,random-balanced,4,2,100,16,1,green,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,FS_0_0.p3<->RS_0_1.p0|RS_0_1.p2<->H_0_2.pU|RS_2_1.p2<->H_2_2.pU|RS_2_1.p3<->H_2_3.pU|FS_0_0.p2<->RS_0_0.p0|RS_0_0.p3<->H_0_1.pU,SS1,10,
smoke__per-source-lossless__random-balanced__g4__c2__p100__b16__s1,per-source-lossless,random-balanced,4,2,100,16,1,blue,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,,,,
smoke__per-source-lossless__random-balanced__g4__c2__p100__b16__s1,per-source-lossless,random-balanced,4,2,100,16,1,orange,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,,,,
smoke__adaptive-advisor-overdrive__random-balanced__g4__c2__p100__b16__s1,adaptive-advisor-overdrive,random-balanced,4,2,100,16,1,red,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.2,SS0.p2<->FS_2_0.p0|FS_2_0.p2<->RS_2_0.p0|RS_2_0.p2<->H_2_0.pU|FS_3_0.p2<->RS_3_0.p0|RS_3_0.p2<->H_3_0.pU|FS_3_0.p3<->RS_3_1.p0|RS_3_1.p3<->H_3_3.pU|SS0.p1<->FS_1_0.p0|FS_1_0.p3<->RS_1_1.p0|RS_1_1.p2<->H_1_2.pU,SS0,10,
smoke__adaptive-advisor-overdrive__random-balanced__g4__c2__p100__b16__s1,adaptive-advisor-overdrive,random-balanced,4,2,100,16,1,green,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.2,FS_0_0.p3<->RS_0_1.p0|RS_0_1.p2<->H_0_2.pU|RS_2_1.p2<->H_2_2.pU|RS_2_1.p3<->H_2_3.pU|FS_0_0.p2<->RS_0_0.p0|RS_0_0.p3<->H_0_1.pU,SS1,10,
smoke__adaptive-advisor-overdrive__random-balanced__g4__c2__p100__b16__s1,adaptive-advisor-overdrive,random-balanced,4,2,100,16,1,blue,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.2,,,,
smoke__adaptive-advisor-overdrive__random-balanced__g4__c2__p100__b16__s1,adaptive-advisor-overdrive,random-balanced,4,2,100,16,1,orange,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,1.2,,,,
smoke__max-rate-recovery__random-balanced__g4__c2__p100__b16__s1,max-rate-recovery,random-balanced,4,2,100,16,1,red,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,SS0.p2<->FS_2_0.p0|FS_2_0.p2<->RS_2_0.p0|RS_2_0.p2<->H_2_0.pU|FS_3_0.p2<->RS_3_0.p0|RS_3_0.p2<->H_3_0.pU|FS_3_0.p3<->RS_3_1.p0|RS_3_1.p3<->H_3_3.pU|SS0.p1<->FS_1_0.p0|FS_1_0.p3<->RS_1_1.p0|RS_1_1.p2<->H_1_2.pU,SS0,30,
smoke__max-rate-recovery__random-balanced__g4__c2__p100__b16__s1,max-rate-recovery,random-balanced,4,2,100,16,1,green,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,FS_0_0.p3<->RS_0_1.p0|RS_0_1.p2<->H_0_2.pU|RS_2_1.p2<->H_2_2.pU|RS_2_1.p3<->H_2_3.pU|FS_0_0.p2<->RS_0_0.p0|RS_0_0.p3<->H_0_1.pU,SS1,30,
smoke__max-rate-recovery__random-balanced__g4__c2__p100__b16__s1,max-rate-recovery,random-balanced,4,2,100,16,1,blue,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,,,,
smoke__max-rate-recovery__random-balanced__g4__c2__p100__b16__s1,max-rate-recovery,random-balanced,4,2,100,16,1,orange,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,,,,
smoke__member-formula-rate__random-balanced__g4__c2__p100__b16__s1,member-formula-rate,random-balanced,4,2,100,16,1,red,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,SS0.p2<->FS_2_0.p0|FS_2_0.p2<->RS_2_0.p0|RS_2_0.p2<->H_2_0.pU|FS_3_0.p2<->RS_3_0.p0|RS_3_0.p2<->H_3_0.pU|FS_3_0.p3<->RS_3_1.p0|RS_3_1.p3<->H_3_3.pU|SS0.p1<->FS_1_0.p0|FS_1_0.p3<->RS_1_1.p0|RS_1_1.p2<->H_1_2.pU,SS0,10,
smoke__member-formula-rate__random-balanced__g4__c2__p100__b16__s1,member-formula-rate,random-balanced,4,2,100,16,1,green,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,FS_0_0.p3<->RS_0_1.p0|RS_0_1.p2<->H_0_2.pU|RS_2_1.p2<->H_2_2.pU|RS_2_1.p3<->H_2_3.pU|FS_0_0.p2<->RS_0_0.p0|RS_0_0.p3<->H_0_1.pU,SS1,10,
smoke__member-formula-rate__random-balanced__g4__c2__p100__b16__s1,member-formula-rate,random-balanced,4,2,100,16,1,blue,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,,,,
smoke__member-formula-rate__random-balanced__g4__c2__p100__b16__s1,member-formula-rate,random-balanced,4,2,100,16,1,orange,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,,,,
smoke__no-recovery-max-rate__random-balanced__g4__c2__p100__b16__s1,no-recovery-max-rate,random-balanced,4,2,100,16,1,red,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,SS0.p2<->FS_2_0.p0|FS_2_0.p2<->RS_2_0.p0|RS_2_0.p2<->H_2_0.pU|FS_3_0.p2<->RS_3_0.p0|RS_3_0.p2<->H_3_0.pU|FS_3_0.p3<->RS_3_1.p0|RS_3_1.p3<->H_3_3.pU|SS0.p1<->FS_1_0.p0|FS_1_0.p3<->RS_1_1.p0|RS_1_1.p2<->H_1_2.pU,SS0,30,
smoke__no-recovery-max-rate__random-balanced__g4__c2__p100__b16__s1,no-recovery-max-rate,random-balanced,4,2,100,16,1,green,4,3,3.3333333333333335,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,FS_0_0.p3<->RS_0_1.p0|RS_0_1.p2<->H_0_2.pU|RS_2_1.p2<->H_2_2.pU|RS_2_1.p3<->H_2_3.pU|FS_0_0.p2<->RS_0_0.p0|RS_0_0.p3<->H_0_1.pU,SS1,30,
smoke__no-recovery-max-rate__random-balanced__g4__c2__p100__b16__s1,no-recovery-max-rate,random-balanced,4,2,100,16,1,blue,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,,,,
smoke__no-recovery-max-rate__random-balanced__g4__c2__p100__b16__s1,no-recovery-max-rate,random-balanced,4,2,100,16,1,orange,0,0,0,3,3.3333333333333335,H_0_1:3.3333333333333335|H_0_2:3.3333333333333335|H_1_2:3.3333333333333335|H_2_0:3.3333333333333335|H_2_2:3.3333333333333335|H_2_3:3.3333333333333335|H_3_0:3.3333333333333335|H_3_3:3.3333333333333335,,,,,
smoke__advisor-exact-lossless__random-balanced__g8__c1__p100__b16__s1,advisor-exact-lossless,random-balanced,8,1,100,16,1,red,8,7,1.4285714285714286,7,1.4285714285714286,H_0_1:1.4285714285714286|H_0_2:1.4285714285714286|H_1_2:1.4285714285714286|H_2_0:1.4285714285714286|H_2_2:1.4285714285714286|H_2_3:1.4285714285714286|H_3_0:1.4285714285714286|H_3_3:1.4285714285714286,,FS_0_0.p3<->RS_0_1.p0|RS_0_1.p2<->H_0_2.pU|SS0.p1<->FS_1_0.p0|FS_1_0.p3<->RS_1_1.p0|RS_1_1.p2<->H_1_2.pU|FS_2_0.p2<->RS_2_0.p0|RS_2_0.p2<->H_2_0.pU|RS_2_1.p2<->H_2_2.pU|RS_2_1.p3<->H_2_3.pU|FS_3_0.p2<->RS_3_0.p0|RS_3_0.p2<->H_3_0.pU|FS_3_0.p3<->RS_3_1.p0|RS_3_1.p3<->H_3_3.pU|FS_0_0.p2<->RS_0_0.p0|RS_0_0.p3<->H_0_1.pU,SS0,10,
smoke__advisor-exact-lossless__random-balanced__g8__c1__p100__b16__s1,advisor-exact-lossless,random-balanced,8,1,100,16,1,green,0,0,0,7,1.4285714285714286,H_0_1:1.4285714285714286|H_0_2:1.4285714285714286|H_1_2:1.4285714285714286|H_2_0:1.4285714285714286|H_2_2:1.4285714285714286|H_2_3:1.4285714285714286|H_3_0:1.4285714285714286|H_3_3:1.4285714285714286,,,,,
smoke__advisor-exact-lossless__random-balanced__g8__c1__p100__b16__s1,advisor-exact-lossless,random-balanced,8,1,100,16,1,blue,0,0,0,7,1.4285714285714286,H_0_1:1.4285714285714286|H_0_2:1.4285714285714286|H_1_2:1.4285714285714286|H_2_0:1.4285714285714286|H_2_2:1.4285714285714286|H_2_3:1.4285714285714286|H_3_0:1.4285714285714286|H_3_3:1.4285714285714286,,,,,
smoke__advisor-exact-lossless__random-balanced__g8__c1__p100__b16__s1,advisor-exact-lossless,random-balanced,8,1,100,16,1,orange,0,0,0,7,1.4285714285714286,H_0_1:1.4285714285714286|H_0_2:1.4285714285714286|H_1_2:1.4285714285714286|H_2_0:1.4285714285714286|H_2_2:1.4285714285714286|H_2_3:1.4285714285714286|H_3_0:1.4285714285714286|H_3_3:1.4285714285714286,,,,,
smoke__advisor-overdrive-a1.05__random-balanced__g8__c1__p100__b16__s1,advisor-overdrive-a1.05,random-balanced,8,1,100,16,1,red,8,7,1.4285714285714286,7,1.4285714285714286,H_0_1:1.4285714285714286|H_0_2:1.4285714285714286|H_1_2:1.4285714285714286|H_2_0:1.4285714285714286|H_2_2:1.4285714285714286|H_2_3:1.4285714285714286|H_3_0:1.4285714285714286|H_3_3:1.4285714285714286,1.05,FS_0_0.p3<->RS_0_1.p0|RS_0_1.p2<->H_0_2.pU|SS0.p1<->FS_1_0.p0|FS_1_0.p3<->RS_1_1.p0|RS_1_1.p2<->H_1_2.pU|FS_2_0.p2<->RS_2_0.p0|RS_2_0.p2<->H_2_0.pU|RS_2_1.p2<->H_2_2.pU|RS_2_1.p3<->H_2_3.pU|FS_3_0.p2<->RS_3_0.p0|RS_3_0.p2<->H_3_0.pU|FS_3_0.p3<->RS_3_1.p0|RS_3_1.p3<->H_3_3.pU|FS_0_0.p2<->RS_0_0.p0|RS_0_0.p3<->H_0_1.pU,SS0,10.5,
smoke__advisor-overdrive-a1.05__random-balanced__g8__c1__p100__b16__s1,advisor-overdrive-a1.05,random-balanced,8,1,100,16,1,green,0,0,0,7,1.4285714285714286,H_0_1:1.4285714285714286|H_0_2:1.4285714285714286|H_1_2:1.4285714285714286|H_2_0:1.4285714285714286|H_2_2:1.4285714285714286|H_2_3:1.4285714285714286|H_3_0:1.4285714285714286|H_3_3:1.4285714285714286,1.05,,,,
smoke__advisor-overdrive-a1.05__random-balanced__g8__c1__p100__b16__s1,advisor-overdrive-a1.05,random-balanced,8,1,100,16,1,blue,0,0,0,7,1.4285714285714286,H_0_1:1.4285714285714286|H_0_2:1.4285714285714286|H_1_2:1.4285714285714286|H_2_0:1.4285714285714286|H_2_2:1.4285714285714286|H_2_3:1.4285714285714286|H_3_0:1.4285714285714286|H_3_3:1.4285714285714286,1.05,,,,
smoke__advisor-overdrive-a1.05__random-balanced__g8__c1__p100__b16__s1,advisor-overdrive-a1.05,random-balanced,8,1,100,16,1,orange,0,0,0,7,1.4285714285714286,H_0_1:1.4285714285714286|H_0_2:1.4285714285714286|H_1_2:1.4285714285714286|H_2_0:1.4285714285714286|H_2_2:1.4285714285714286|H_2_3:1.4285714285714286|H_3_0:1.4285714285714286|H_3_3:1.4285714285714286,1.05,,,,
